@relation 'dataframe-weka.filters.unsupervised.attribute.StringToNominal-R18-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NC:A,D:B,N:?-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2'

@attribute age numeric
@attribute sex {'M','F'}
@attribute inhabitants numeric
@attribute unemployment_rate numeric
@attribute comm_crimes numeric
@attribute issuance_frequency {'MONTHLY ISSUANCE','ISSUANCE AFTER TRANSACTION','WEEKLY ISSUANCE'}
@attribute average_credit numeric
@attribute max_credit numeric
@attribute min_credit numeric
@attribute average_withdrawal numeric
@attribute max_withdrawal numeric
@attribute min_withdrawal numeric
@attribute card {'Y','N'}
@attribute stato {1,0}

@data
30,'M',114006,5.39,4166,'MONTHLY ISSUANCE',48083.14902,172130.6,138.8,44411.608333,157614.4,4800,'Y',?
25,'M',170449,3.09,6261,'MONTHLY ISSUANCE',12621.3,19953.4,200,11874.102222,24061.6,3300,'Y',?
20,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',44078.578788,61621.1,1100,36822.125,77314.6,10809.6,'Y',?
19,'F',51313,4.2,1452,'MONTHLY ISSUANCE',43887.005714,78409.8,200,37928.197101,119714.6,6214.6,'Y',?
13,'M',53921,3.26,1875,'MONTHLY ISSUANCE',24302.075,35342.3,22075,22298.272727,45711.4,7851.6,'Y',?
42,'M',121947,2.97,3839,'MONTHLY ISSUANCE',32504.970833,46797,1100,29605.243478,54280.8,3100,'Y',?
22,'M',148545,5.56,3590,'MONTHLY ISSUANCE',13555.150725,21692.5,10755.1,12990.78209,41379.6,200,'Y',?
39,'M',78955,2.44,1717,'MONTHLY ISSUANCE',22939.058571,32185,600,22528.094118,43542.6,3922.6,'Y',?
40,'M',45714,3.6,888,'MONTHLY ISSUANCE',23002.104839,111495.5,100,23810.654545,121755.4,3200,'Y',?
48,'M',121947,2.97,3839,'MONTHLY ISSUANCE',19208.153125,26853.3,700,18762.770968,45059.6,5900,'Y',?
48,'M',87419,2.66,3198,'MONTHLY ISSUANCE',41045.876812,59153.3,37560.5,35387.563235,73500,6000,'Y',?
44,'F',228848,4.72,5887,'MONTHLY ISSUANCE',41456.517188,58192.9,1000,38191.520635,81767.6,5200,'Y',?
55,'F',74062,2.62,1181,'MONTHLY ISSUANCE',15801.708571,25578.6,800,16055.581818,30959.8,7600,'Y',?
22,'M',285387,7.75,10108,'MONTHLY ISSUANCE',16671.945833,25035.8,900,17187.172727,41389.6,2200,'Y',?
34,'M',145688,1.86,2906,'MONTHLY ISSUANCE',7886.716667,13581.6,4441.8,8340.72,16350.6,4300,'Y',?
31,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',20326.104545,32787.3,200,20343.83,30866.6,8700,'Y',?
45,'M',197099,2.31,4265,'MONTHLY ISSUANCE',35009.715625,152878.6,257.8,29133.460317,168544.8,4814.6,'Y',?
19,'M',226122,4.79,9208,'MONTHLY ISSUANCE',19111.289583,26816.9,200,18676.46087,58292.6,6600,'Y',?
41,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',16884.518519,24298,400,15905.464,31743.6,3100,'Y',?
62,'F',81344,3.97,2487,'MONTHLY ISSUANCE',10449.452,20444.8,600,9415.790909,25016.6,900,'Y',?
35,'F',197099,2.31,4265,'MONTHLY ISSUANCE',18747.475862,28681.4,16372,17809.57037,38439.6,10699.6,'Y',?
26,'F',75637,0.59,3529,'MONTHLY ISSUANCE',36821.547222,143264.2,46.3,31819.647059,128021.5,3436.1,'Y',?
47,'F',323870,5.44,18347,'MONTHLY ISSUANCE',30359.346429,43179.2,1100,25713.992593,39663.3,3800,'Y',?
28,'M',228848,4.72,5887,'MONTHLY ISSUANCE',21970.43871,30524.2,19920.3,21258.455172,35450.6,10000,'Y',?
58,'F',108871,3.47,2305,'MONTHLY ISSUANCE',31916.442105,118381.4,6.8,37034.744828,103113.6,1800,'Y',?
44,'F',182027,3.74,4433,'MONTHLY ISSUANCE',41861.526923,56496.4,37667,32667.976,84314.6,7700,'Y',?
53,'M',103347,2.07,2354,'MONTHLY ISSUANCE',17249.0625,29466.4,11504.2,17142.473333,31800.6,8000,'Y',?
31,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',16817.03871,31519.6,14966,16723.606897,42675.6,6000,'Y',?
53,'M',108871,3.47,2305,'MONTHLY ISSUANCE',22387.51875,30650,20412.8,21815.812903,43513.6,2300,'Y',?
21,'M',51313,4.2,1452,'WEEKLY ISSUANCE',49161.375,172899.1,186.3,42240.759615,172078.7,6100,'Y',?
64,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',25442.532857,46867.6,19220.2,22478.183824,56498.6,8900,'Y',?
31,'F',1204953,0.43,99107,'WEEKLY ISSUANCE',32866.957143,127730.9,20.4,33203.666667,79030,300,'Y',?
53,'F',127369,5.88,2807,'MONTHLY ISSUANCE',17424.852632,23219.5,14818.3,12839.129412,34898.6,4500,'Y',?
54,'M',387570,1.96,18696,'MONTHLY ISSUANCE',11836.4125,16193.6,10741,11139.154545,20616.6,1700,'Y',?
21,'F',387570,1.96,18696,'ISSUANCE AFTER TRANSACTION',20923.640816,31250,19028.5,19106.254167,32000,1500,'Y',?
62,'F',139012,3.49,2799,'MONTHLY ISSUANCE',48730.689474,146205.4,132,39311.664865,108996.6,15305.6,'Y',?
16,'F',88884,1.85,2674,'MONTHLY ISSUANCE',24077.66,38984.8,900,23481.688889,39225.6,13100,'Y',?
27,'M',110643,4.48,2252,'MONTHLY ISSUANCE',14367.342105,23425.9,11708.1,13326.3,45219.6,4700,'Y',?
63,'F',74062,2.62,1181,'MONTHLY ISSUANCE',10903.258824,17301.2,300,11492.316129,21370,1400,'Y',?
35,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',41518.909524,101117.1,82.6,37399.828571,105398.3,14.6,'Y',?
25,'M',145688,1.86,2906,'MONTHLY ISSUANCE',39269.963235,177095.6,57.5,35335.779104,133499.4,2314.6,'Y',?
24,'F',1204953,0.43,99107,'WEEKLY ISSUANCE',43997.288889,60815,40475.5,39067.666667,80841,8900,'Y',?
34,'F',159617,4.28,6132,'MONTHLY ISSUANCE',11619.254545,18013.4,10168.1,11692.251613,26076.6,3800,'Y',?
40,'M',87419,2.66,3198,'MONTHLY ISSUANCE',8136.95,21830.4,6654,8168.22381,18844.6,4000,'Y',?
39,'F',157042,2.43,3894,'MONTHLY ISSUANCE',16616.138889,37475.5,1100,16362.437143,65722,4800,'Y',?
41,'F',226122,4.79,9208,'MONTHLY ISSUANCE',25740.084375,38691.2,800,24067.696774,50168.6,7200,'Y',?
60,'F',138032,5.66,4505,'MONTHLY ISSUANCE',59615.117857,173064,189.2,55063.125926,148757.6,15300,'Y',?
58,'F',93931,1.54,1913,'MONTHLY ISSUANCE',26139.58,123676.9,53.9,22373.99,69614.6,2931,'Y',?
30,'M',53921,3.26,1875,'MONTHLY ISSUANCE',26094.790625,36517.7,300,25996.141935,62984.6,12900,'Y',?
43,'F',88757,2.68,2218,'MONTHLY ISSUANCE',13851.956667,21369.6,300,13300.085714,25886.6,2300,'Y',?
41,'M',108871,3.47,2305,'MONTHLY ISSUANCE',41627.048529,161042.4,103.4,37761.955224,140755.1,7750.6,'Y',?
19,'M',107870,4.31,3868,'MONTHLY ISSUANCE',43072.372,62670.4,900,39800.097959,81165.8,16365.8,'Y',?
55,'M',1204953,0.43,99107,'WEEKLY ISSUANCE',45356.254545,66253.4,200,40286.465116,95414,16400,'Y',?
28,'F',70699,3.35,1910,'MONTHLY ISSUANCE',4224.358696,16298.2,1000,4205.906977,8966.6,200,'Y',?
55,'M',161954,4.5,3651,'MONTHLY ISSUANCE',22319.0425,36990.7,900,21582.747368,50138.6,9338.6,'Y',?
56,'F',105606,3.76,2325,'ISSUANCE AFTER TRANSACTION',33500.475676,126716.4,124.7,28911.555556,82752,12552,'Y',?
37,'M',323870,5.44,18347,'MONTHLY ISSUANCE',18049.653521,25235.9,200,17737.811594,38554.6,6400,'Y',?
51,'M',105606,3.76,2325,'MONTHLY ISSUANCE',3404.25,3519.5,1000,3390.182609,8435.6,2291,'Y',?
54,'F',95907,2.94,1668,'MONTHLY ISSUANCE',3173.34375,3284.6,500,3048.688889,7009.6,2149.6,'Y',?
61,'F',51313,4.2,1452,'MONTHLY ISSUANCE',5516.937931,5733,900,5266.552,10476.6,3476.6,'Y',?
41,'M',75232,2.21,2813,'MONTHLY ISSUANCE',4347.03,10962.8,900,3998.2,7487.6,200,'Y',?
52,'F',95616,4.43,3040,'WEEKLY ISSUANCE',28258.957971,45292,700,21307.347059,60230,30,'Y',?
56,'F',112709,2.31,2618,'MONTHLY ISSUANCE',8087.27,16800,1100,7192.792593,30073.6,3059,'Y',?
35,'F',197099,2.31,4265,'ISSUANCE AFTER TRANSACTION',33410.88,138621.8,229.8,28986.052632,141600,4100,'Y',?
60,'M',112709,2.31,2618,'MONTHLY ISSUANCE',8087.27,16800,1100,7192.792593,30073.6,3059,'Y',?
24,'M',81344,3.97,2487,'MONTHLY ISSUANCE',53702.866667,120708.9,126.8,45777.835294,105814.6,4514.6,'Y',?
42,'M',77963,4.02,3120,'MONTHLY ISSUANCE',23177.653125,32306.1,400,23104.787097,42664.6,10250,'Y',?
36,'F',133777,7.61,4859,'MONTHLY ISSUANCE',1886.105882,10400,1.5,2065.517241,8100,100,'Y',?
55,'M',228848,4.72,5887,'MONTHLY ISSUANCE',8254.231818,13142.2,400,6820.031579,13445.6,3845.6,'Y',?
43,'M',133777,7.61,4859,'MONTHLY ISSUANCE',1886.105882,10400,1.5,2065.517241,8100,100,'Y',?
59,'M',93931,1.54,1913,'MONTHLY ISSUANCE',26388.891667,37179,500,26074.678261,55068.6,5054,'N',?
32,'F',285387,7.75,10108,'MONTHLY ISSUANCE',26799.464706,36927.4,24539.4,25709.618182,59320.6,300,'Y',?
25,'M',285387,7.75,10108,'MONTHLY ISSUANCE',26799.464706,36927.4,24539.4,25709.618182,59320.6,300,'Y',?
67,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',5909.651613,6593.9,5799.4,5578.693103,14663.6,2123.6,'Y',?
33,'F',149893,5.05,5892,'ISSUANCE AFTER TRANSACTION',45837.152308,179241.5,218.7,37590.177049,143000,100,'N',?
64,'M',145688,1.86,2906,'MONTHLY ISSUANCE',4995.466667,5633.6,4941.4,5046.634146,12942.6,3292.6,'Y',?
58,'F',145688,1.86,2906,'MONTHLY ISSUANCE',4995.466667,5633.6,4941.4,5046.634146,12942.6,3292.6,'Y',?
55,'F',77963,4.02,3120,'MONTHLY ISSUANCE',3902.309524,12817,3020.8,3628.977778,9894.6,1994.6,'Y',?
53,'M',107911,3.56,1903,'MONTHLY ISSUANCE',50259.329825,70507.8,700,44956.010714,82085.6,13500,'N',?
52,'F',177686,1.71,6295,'MONTHLY ISSUANCE',25097.6,37644.9,300,21084.183333,45965.6,5000,'N',?
40,'F',323870,5.44,18347,'MONTHLY ISSUANCE',3334.782857,4054.4,3259.8,3203.924242,12526.6,1174.6,'Y',?
21,'M',88884,1.85,2674,'MONTHLY ISSUANCE',8072.916667,83270.9,900,7456.016,36514.6,14.6,'Y',?
58,'M',51313,4.2,1452,'MONTHLY ISSUANCE',10686.93871,19002.9,800,9525,24669.6,3300,'Y',?
60,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',14523.386111,69417.7,0.8,14374.848387,70814.6,14.6,'Y',?
42,'M',88757,2.68,2218,'MONTHLY ISSUANCE',31628.981818,43588.2,28925.7,26701.67619,60925.6,2900,'Y',?
34,'M',58796,3.6,1879,'MONTHLY ISSUANCE',32459.221154,138072.1,20,28067.278431,117949.6,1800,'Y',?
19,'M',161954,4.5,3651,'MONTHLY ISSUANCE',3032.426667,3201.6,1100,2738.94,6326.6,14.6,'Y',?
58,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',17768.232353,29619.6,500,18048.99375,51405.6,4100,'N',?
64,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',17768.232353,29619.6,500,18048.99375,51405.6,4100,'Y',?
43,'M',323870,5.44,18347,'MONTHLY ISSUANCE',3334.782857,4054.4,3259.8,3203.924242,12526.6,1174.6,'Y',?
51,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',15915.058621,25793.6,800,15202.057143,51802.6,4200,'N',?
36,'M',197099,2.31,4265,'MONTHLY ISSUANCE',35164.670833,92154.3,25.2,31791.556522,128814.6,26.3,'Y',?
30,'F',88884,1.85,2674,'MONTHLY ISSUANCE',14331.729412,19520.8,12945.5,13895.3875,31690.6,4100,'N',?
60,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',4547.348437,4631.9,1100,4564.2,9183.6,3033.6,'Y',?
61,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',4547.348437,4631.9,1100,4564.2,9183.6,3033.6,'Y',?
24,'F',139012,3.49,2799,'MONTHLY ISSUANCE',24586.643333,35082.5,900,23406.565517,65790.6,400,'Y',?
27,'F',53921,3.26,1875,'MONTHLY ISSUANCE',12019.470588,18735.8,200,10913.706667,28689.6,1000,'Y',?
22,'M',53921,3.26,1875,'MONTHLY ISSUANCE',12019.470588,18735.8,200,10913.706667,28689.6,1000,'Y',?
33,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',14447.638571,20102.3,600,14438.8,39245.6,4100,'Y',?
37,'F',42821,7.01,1358,'MONTHLY ISSUANCE',19729.803125,27276.6,18094.5,20059.087097,41019.6,7500,'Y',?
18,'F',285387,7.75,10108,'WEEKLY ISSUANCE',48432.407042,66920.2,44525.8,44110.771429,96952,4752,'N',?
38,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',43774.157353,174663.8,177.3,35395.38806,170201.6,6087,'N',?
37,'M',226122,4.79,9208,'MONTHLY ISSUANCE',7167.994444,14598.9,300,6590.813333,14773.6,400,'Y',?
32,'F',74062,2.62,1181,'MONTHLY ISSUANCE',3440.073529,3558.3,900,3306.027586,7008.6,2308.6,'Y',?
35,'M',74062,2.62,1181,'MONTHLY ISSUANCE',3440.073529,3558.3,900,3306.027586,7008.6,2308.6,'Y',?
27,'F',81344,3.97,2487,'MONTHLY ISSUANCE',14156.244444,27810.4,12749.2,13695.645714,40965.6,4800,'Y',?
51,'F',110643,4.48,2252,'MONTHLY ISSUANCE',29608,80617.7,19.7,24285.953846,44057.6,425.4,'Y',?
23,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',10427.325,20824.5,200,10324.133333,21072.6,4300,'Y',?
35,'F',93931,1.54,1913,'MONTHLY ISSUANCE',2580,10900,500,2583.333333,4200,600,'Y',?
24,'F',285387,7.75,10108,'MONTHLY ISSUANCE',7946.386957,14554.3,300,7822.863636,18856.6,600,'Y',?
56,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',27411.810714,37752.4,25095.1,27737.325926,51682.6,1600,'N',?
18,'M',51313,4.2,1452,'MONTHLY ISSUANCE',3485.043333,3715.9,3418.4,3081.653846,8702.6,2282.6,'Y',?
27,'F',67298,1.29,1127,'MONTHLY ISSUANCE',7265.645833,17158.7,800,6401.94,24296.6,1514.6,'Y',?
34,'M',124605,4.98,3158,'WEEKLY ISSUANCE',18332.308824,28354.2,200,15422.625,35708,6200,'Y',?
40,'F',124605,4.98,3158,'WEEKLY ISSUANCE',18332.308824,28354.2,200,15422.625,35708,6200,'Y',?
74,'M',86513,4.52,1460,'MONTHLY ISSUANCE',6585.522727,6789.6,300,6168.445,12771.6,2200,'Y',?
79,'M',149893,5.05,5892,'MONTHLY ISSUANCE',5898.426667,6255.3,1100,5931.184615,11710.6,400,'Y',?
35,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',7555.8,17972.3,700,6859.158621,23482.6,3642.6,'N',?
59,'M',139012,3.49,2799,'MONTHLY ISSUANCE',25120.270968,35377.5,600,16756.551724,34657.6,3957.6,'N',?
23,'F',81344,3.97,2487,'MONTHLY ISSUANCE',3217.626316,3651.6,3156.2,3010.026667,6068.6,1334.6,'Y',?
38,'M',170449,3.09,6261,'MONTHLY ISSUANCE',18874.86,28394.6,700,15490.321739,47654.6,2900,'N',?
30,'F',228848,4.72,5887,'MONTHLY ISSUANCE',6160.36875,16874.4,600,4665.076923,11214.6,1300,'Y',?
41,'F',170449,3.09,6261,'MONTHLY ISSUANCE',18874.86,28394.6,700,15490.321739,47654.6,2900,'Y',?
23,'M',93931,1.54,1913,'MONTHLY ISSUANCE',12920.502857,18797.6,11659.6,12053.808824,44320.6,3320.6,'N',?
22,'F',93931,1.54,1913,'MONTHLY ISSUANCE',12920.502857,18797.6,11659.6,12053.808824,44320.6,3320.6,'Y',?
44,'M',88884,1.85,2674,'ISSUANCE AFTER TRANSACTION',30508.665385,137395.8,27.3,26699.476923,74000,132.1,'Y',?
47,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',17826.934426,27563.6,800,17901.830508,34180.6,5400,'Y',?
41,'M',88884,1.85,2674,'MONTHLY ISSUANCE',3481.632787,3900.4,3403.1,3361.957895,8393.6,14.6,'Y',?
58,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',22747.107463,31973.2,300,22087.609231,44406.6,3306.6,'N',?
46,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',20294.159701,35399.8,900,19473.824615,59048.6,9048.6,'N',?
72,'F',53921,3.26,1875,'MONTHLY ISSUANCE',4590.035294,5132.6,4535.3,4608.996875,13573.6,3023.6,'Y',?
60,'F',387570,1.96,18696,'MONTHLY ISSUANCE',5991.533333,6243.2,800,6470.027273,16736.6,1606.6,'Y',?
26,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',26518.155556,36748.5,24375.2,27074.103846,56536.6,10596.6,'Y',?
60,'M',387570,1.96,18696,'MONTHLY ISSUANCE',5991.533333,6243.2,800,6470.027273,16736.6,1606.6,'Y',?
73,'M',161854,2.5,3891,'MONTHLY ISSUANCE',4676.538462,5082.9,300,4454.775,8151.6,3271.6,'Y',?
32,'F',110643,4.48,2252,'MONTHLY ISSUANCE',8185.477465,17828.2,7093.4,8036.994118,26250.6,3000,'Y',?
74,'M',125236,7.68,5190,'MONTHLY ISSUANCE',5939.6875,6180.2,1000,5389.392593,13148.6,1798.6,'Y',?
70,'F',125236,7.68,5190,'MONTHLY ISSUANCE',5939.6875,6180.2,1000,5389.392593,13148.6,1798.6,'Y',?
64,'F',114200,5.72,2718,'MONTHLY ISSUANCE',6203.997143,6397.6,900,5764.854545,19999.6,2020.6,'Y',?
19,'F',107911,3.56,1903,'MONTHLY ISSUANCE',23958.146667,33581.1,900,22950.916279,66154.6,974.6,'Y',?
78,'M',112709,2.31,2618,'MONTHLY ISSUANCE',6601.370732,6807.1,800,6702.394737,20828.6,200,'Y',?
20,'F',122603,2.01,5273,'MONTHLY ISSUANCE',3046.961765,3575.1,2980.9,2860.98,5771.6,1991.6,'Y',?
37,'M',75232,2.21,2813,'MONTHLY ISSUANCE',10666.093023,17553.1,600,10814.639024,50120,3234.6,'Y',?
18,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',33080.073438,183317.3,171.2,27301.104918,175814.6,14.6,'N',?
35,'M',74062,2.62,1181,'MONTHLY ISSUANCE',11584.7,80657.1,29.5,13435.984211,48914.6,49.6,'Y',?
48,'F',387570,1.96,18696,'MONTHLY ISSUANCE',35172.618841,167317.8,190.1,29226.811765,121800.6,7000,'N',?
28,'M',161227,5.57,4595,'MONTHLY ISSUANCE',19218.852941,27095.4,200,19040.0875,38178.6,7100,'Y',?
31,'M',81344,3.97,2487,'MONTHLY ISSUANCE',17595.9,24605.7,900,15502.932308,40114.6,14.6,'Y',?
61,'M',78955,2.44,1717,'MONTHLY ISSUANCE',9918.108772,13737,1100,9863.356364,20924.6,100,'Y',?
54,'F',78955,2.44,1717,'MONTHLY ISSUANCE',9918.108772,13737,1100,9863.356364,20924.6,100,'Y',?
66,'F',110643,4.48,2252,'MONTHLY ISSUANCE',4744.005556,5533.6,4641,4252.308,12324.6,1910,'Y',?
25,'M',323870,5.44,18347,'MONTHLY ISSUANCE',8983.261194,15820.3,800,9074.384375,25069.6,2100,'Y',?
20,'F',323870,5.44,18347,'MONTHLY ISSUANCE',8983.261194,15820.3,800,9074.384375,25069.6,2100,'Y',?
29,'F',162580,1.81,5410,'MONTHLY ISSUANCE',4365.922951,11425.4,3921.1,4241.165517,15234.6,1800,'Y',?
59,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',20169.1,28330.2,300,18995.7,41214.6,2100,'N',?
59,'F',88768,1.21,3620,'MONTHLY ISSUANCE',9998.728,15613,1000,9919.147826,16890.6,3900,'Y',?
58,'F',108871,3.47,2305,'MONTHLY ISSUANCE',3200.915385,3433,800,3032.775,4924.6,2254.6,'Y',?
35,'M',58796,3.6,1879,'MONTHLY ISSUANCE',44006.64898,138194,36.6,41090.574468,164214.6,2214.6,'N',?
36,'F',118650,4.48,5471,'MONTHLY ISSUANCE',3992.336364,14934.5,3235.4,3922.803175,8612.6,1000,'Y',?
22,'F',145688,1.86,2906,'MONTHLY ISSUANCE',5481.938596,59697,670.3,5320.167273,50564.6,14.6,'Y',?
38,'F',94812,3.67,2804,'MONTHLY ISSUANCE',3036.29375,3834,2940.9,2263.383333,3134.6,1964.6,'Y',?
44,'M',94812,3.67,2804,'MONTHLY ISSUANCE',3036.29375,3834,2940.9,2263.383333,3134.6,1964.6,'Y',?
72,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',5269.047826,6226.5,5133.9,4553.621053,11161.6,1951.6,'Y',?
56,'M',72541,2.01,1525,'ISSUANCE AFTER TRANSACTION',53568.846875,159803.9,11.4,45877.419355,136400,100,'Y',?
68,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',5269.047826,6226.5,5133.9,4553.621053,11161.6,1951.6,'Y',?
50,'F',110643,4.48,2252,'MONTHLY ISSUANCE',21570.296552,67031.8,178.3,17092.969231,85282.6,10582.6,'N',?
19,'F',114200,5.72,2718,'MONTHLY ISSUANCE',3411.02381,3597.5,400,3308.0625,6756.6,14.6,'Y',?
48,'F',161954,4.5,3651,'MONTHLY ISSUANCE',22319.0425,36990.7,900,21582.747368,50138.6,9338.6,'Y',?
31,'F',88884,1.85,2674,'MONTHLY ISSUANCE',8431.887097,12075.5,7280,8120.7,30614.6,14.6,'Y',?
47,'M',108871,3.47,2305,'MONTHLY ISSUANCE',15700.78125,26343.2,300,15357.586667,32998.6,7900,'Y',?
29,'F',121947,2.97,3839,'MONTHLY ISSUANCE',18611.147761,30937.9,500,10238.82,47017.6,14.6,'Y',?
52,'M',323870,5.44,18347,'MONTHLY ISSUANCE',3474.808065,3557.5,800,3310.273684,8222.6,14.6,'Y',?
47,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',16763.406897,23636.2,600,16744.140741,33293.6,5313.6,'Y',?
26,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',28151.564516,178603.9,166.3,24178.780328,127414.6,14.6,'Y',?
43,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',16763.406897,23636.2,600,16744.140741,33293.6,5313.6,'Y',?
56,'M',124605,4.98,3158,'MONTHLY ISSUANCE',9467.166667,20271.4,7190.6,8677.288889,29643.6,1014.6,'Y',?
58,'F',124605,4.98,3158,'MONTHLY ISSUANCE',9467.166667,20271.4,7190.6,8677.288889,29643.6,1014.6,'Y',?
37,'M',110643,4.48,2252,'MONTHLY ISSUANCE',16094.603448,72575.4,192.3,16806.857143,50829.6,5400,'Y',?
43,'F',145688,1.86,2906,'MONTHLY ISSUANCE',12298.363636,16899.7,10815.6,11609.41,24464.6,1800,'Y',?
45,'M',117897,5.74,2059,'MONTHLY ISSUANCE',24012.613158,118680.2,7.2,21688.415789,121514.6,400,'Y',?
67,'F',109164,3.95,2471,'MONTHLY ISSUANCE',5411.092857,6135.8,5343.5,5665.991667,12371.6,2451.6,'Y',?
70,'F',92084,0.54,4316,'MONTHLY ISSUANCE',6748.418519,7140.2,6651.7,6823.878261,19870.6,1790.6,'Y',?
19,'M',117897,5.74,2059,'MONTHLY ISSUANCE',7510.644444,16460.2,400,6551.485714,25539.6,1900,'Y',?
68,'F',53921,3.26,1875,'MONTHLY ISSUANCE',5797.511429,6800.4,5706.2,5414.3125,10601.6,2101.6,'Y',?
22,'M',75637,0.59,3529,'MONTHLY ISSUANCE',3843.064865,13474.2,3367.7,3597.211765,9336.6,2226.6,'Y',?
54,'F',75232,2.21,2813,'MONTHLY ISSUANCE',33709.378462,134763.6,3.9,28861.5125,114914.6,14.6,'Y',?
18,'M',108871,3.47,2305,'MONTHLY ISSUANCE',20048.590141,28012.4,500,19794.478261,39209.6,6900,'Y',?
26,'F',95616,4.43,3040,'WEEKLY ISSUANCE',14453.5,78095.7,62.2,9436.613333,104630,30,'Y',?
78,'F',159617,4.28,6132,'MONTHLY ISSUANCE',4830.184615,5831,4738.2,4571.481818,11042.6,1762.6,'Y',?
25,'F',42821,7.01,1358,'MONTHLY ISSUANCE',12820.538095,18020.2,400,12867.210526,26399.6,3800,'Y',?
22,'F',70646,3.64,1542,'MONTHLY ISSUANCE',9694.784058,27111.6,1100,9026.325373,46815.6,600,'Y',?
