@relation 'dataframe-weka.filters.unsupervised.attribute.StringToNominal-R18-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RenameNominalValues-R19-NC:A,D:B,N:?-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast'

@attribute age numeric
@attribute sex {'M','F'}
@attribute inhabitants numeric
@attribute unemployment_rate numeric
@attribute comm_crimes numeric
@attribute issuance_frequency {'MONTHLY ISSUANCE','ISSUANCE AFTER TRANSACTION','WEEKLY ISSUANCE'}
@attribute average_credit numeric
@attribute max_credit numeric
@attribute min_credit numeric
@attribute average_withdrawal numeric
@attribute max_withdrawal numeric
@attribute min_withdrawal numeric
@attribute card {'Y','N'}
@attribute stato {1,0}

@data
38,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',35164.442105,52742.6,500,30682.023529,105023.5,5312.3,'Y',1
22,'M',75637,0.59,3529,'MONTHLY ISSUANCE',46689.188525,68079.6,200,42202.8,102413.6,14700,'N',1
34,'F',74062,2.62,1181,'MONTHLY ISSUANCE',8792.910938,14894.4,1100,8636.898361,24700.6,2600,'Y',1
46,'F',162580,1.81,5410,'MONTHLY ISSUANCE',40710.5,109174.7,245.9,35318.994444,105114.6,3640.6,'N',1
30,'F',77963,4.02,3120,'MONTHLY ISSUANCE',26616.287879,36210.6,24063.4,26564.187097,68908.6,9000,'Y',1
48,'F',103347,2.07,2354,'MONTHLY ISSUANCE',14193.927778,49400.5,107.1,15616.68,37014.6,3200,'N',1
47,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',40442.8625,175116.2,188.4,37772.493333,163734.6,2000,'Y',1
57,'F',128118,7.07,6872,'MONTHLY ISSUANCE',25795.948148,117712.5,125,23426.016,105314.6,6016.6,'Y',1
49,'F',94725,2.87,4846,'MONTHLY ISSUANCE',34737.952632,49231,31732.8,30151.082143,55615.6,11300,'Y',1
18,'F',387570,1.96,18696,'MONTHLY ISSUANCE',49734.919231,70308.5,400,39297,75214.6,16767.9,'Y',1
21,'M',127369,5.88,2807,'MONTHLY ISSUANCE',7145.347059,14338.3,800,4626.757143,16814.6,514.6,'Y',1
54,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',29622.865,41151.6,400,23849.831579,55939.3,6500,'N',1
29,'M',1204953,0.43,99107,'WEEKLY ISSUANCE',32866.957143,127730.9,20.4,33203.666667,79030,300,'Y',1
51,'F',124605,4.98,3158,'MONTHLY ISSUANCE',9889.634783,13065.7,8698,9537.27619,22480.6,3900,'Y',1
40,'M',117897,5.74,2059,'MONTHLY ISSUANCE',30958.071429,43909.9,600,23866.735294,47014.6,4014.6,'Y',1
28,'F',81344,3.97,2487,'MONTHLY ISSUANCE',34451.980645,88371.6,34.5,31715.627586,70393.3,2793.3,'Y',1
29,'F',170449,3.09,6261,'MONTHLY ISSUANCE',12621.3,19953.4,200,11874.102222,24061.6,3300,'Y',1
45,'F',86513,4.52,1460,'MONTHLY ISSUANCE',34368.933333,47460.7,31579.1,29814.191304,51103.6,1400,'Y',1
20,'M',197099,2.31,4265,'MONTHLY ISSUANCE',36556.278571,52885.2,200,33834.369231,57665.6,13400,'Y',1
38,'F',87419,2.66,3198,'MONTHLY ISSUANCE',8136.95,21830.4,6654,8168.22381,18844.6,4000,'Y',1
22,'F',117897,5.74,2059,'MONTHLY ISSUANCE',42029.371186,58048.3,38521.8,33583.662069,82514.6,3611.6,'Y',1
40,'F',86513,4.52,1460,'MONTHLY ISSUANCE',22385.733962,31288.4,600,22606.552941,40867.6,6014.6,'Y',1
37,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',16817.03871,31519.6,14966,16723.606897,42675.6,6000,'Y',1
39,'F',75637,0.59,3529,'MONTHLY ISSUANCE',25020.88125,146649.5,113.9,21981.461905,144314.6,15,'N',1
31,'M',285387,7.75,10108,'MONTHLY ISSUANCE',23785.435714,126136,53.1,20309.141463,107974.6,1714.6,'Y',1
38,'M',157042,2.43,3894,'MONTHLY ISSUANCE',16616.138889,37475.5,1100,16362.437143,65722,4800,'Y',1
51,'M',67298,1.29,1127,'MONTHLY ISSUANCE',25418.737143,36054.5,500,23044.8,40469.6,9755.3,'Y',1
59,'F',107870,4.31,3868,'WEEKLY ISSUANCE',35088.057778,145214.4,101.7,31831.439024,173192,5892,'Y',1
46,'M',139012,3.49,2799,'MONTHLY ISSUANCE',41703.377143,126967,107.8,41210.675,106701.8,1800,'Y',1
22,'M',93931,1.54,1913,'MONTHLY ISSUANCE',29360.9625,143659,5.9,23424.104545,123290.6,14.6,'Y',0
58,'F',285387,7.75,10108,'MONTHLY ISSUANCE',18396.534483,26084.1,900,18246.066667,29210.6,6900,'Y',1
27,'F',94725,2.87,4846,'WEEKLY ISSUANCE',27176.773684,38904.3,700,19232.916667,47419,800,'Y',1
48,'F',228848,4.72,5887,'MONTHLY ISSUANCE',20727.891176,29103.5,800,19699.206061,33399.6,200,'N',1
61,'M',95616,4.43,3040,'MONTHLY ISSUANCE',21337.4,29113,19407,19627.746667,40174.6,12194.6,'N',1
58,'F',387570,1.96,18696,'MONTHLY ISSUANCE',15607.443056,22868.6,700,15615.394286,43715.6,6700,'Y',1
32,'F',106054,6.55,3079,'MONTHLY ISSUANCE',31833.5,191517,0.8,28458.316667,184334.6,1085,'Y',0
18,'F',387570,1.96,18696,'MONTHLY ISSUANCE',8542.912195,14031.7,7225.8,8135.831579,17734.6,4784.6,'Y',1
37,'M',75637,0.59,3529,'MONTHLY ISSUANCE',16766.852308,39913.4,800,15566.053968,54929.6,2200,'Y',1
55,'M',53921,3.26,1875,'WEEKLY ISSUANCE',51082.755556,71904.2,900,46339.433962,83208,11200,'Y',1
61,'M',110643,4.48,2252,'WEEKLY ISSUANCE',49989.158621,136301.9,74.2,51620.272,128551.8,8949,'Y',1
46,'F',139012,3.49,2799,'MONTHLY ISSUANCE',38960.3,54576.9,1000,31677.92,96614.6,5700,'N',1
42,'F',387570,1.96,18696,'MONTHLY ISSUANCE',51015.405556,72470.2,1000,44952.554286,81698.4,13000,'Y',1
49,'F',157042,2.43,3894,'MONTHLY ISSUANCE',17391.680303,25791.9,15581.5,16593.347692,34973.6,7373.6,'N',1
36,'M',75232,2.21,2813,'MONTHLY ISSUANCE',36639.031818,50913.5,700,33371.395349,56890.6,14600,'Y',1
60,'M',102609,5.45,2134,'MONTHLY ISSUANCE',12020.908333,45601,1,9215.375,38114.6,14.6,'Y',0
50,'F',157042,2.43,3894,'MONTHLY ISSUANCE',5959.529688,16480.8,300,5975.75082,16504.6,100,'Y',1
39,'M',119895,9.4,4743,'MONTHLY ISSUANCE',23438.220968,109453.3,139.3,16732.980328,120014.6,14.6,'Y',0
19,'M',161954,4.5,3651,'MONTHLY ISSUANCE',37394.971831,167187.7,253,33555.682857,155714.6,6914.6,'N',1
26,'F',197099,2.31,4265,'WEEKLY ISSUANCE',38947.520833,102895.5,344.6,31396.536957,93830,6830,'N',1
35,'F',70646,3.64,1542,'WEEKLY ISSUANCE',27275.726154,143057.5,43.7,24161.807937,97052.8,57.5,'Y',0
19,'F',95616,4.43,3040,'MONTHLY ISSUANCE',40769.894118,57397.5,300,33398.072727,82390.9,6500,'N',1
63,'M',1204953,0.43,99107,'ISSUANCE AFTER TRANSACTION',17458.810169,137669.5,101.9,16007.912281,157506.5,4906.5,'Y',1
38,'F',387570,1.96,18696,'MONTHLY ISSUANCE',19448.95625,27429.5,800,18413.954839,33633.6,1600,'N',1
43,'F',119895,9.4,4743,'MONTHLY ISSUANCE',25106.136364,38184.8,700,23143.925,54293.6,12800,'Y',1
32,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',26149.23871,37387.1,500,23915.3,48614.6,600,'N',1
27,'M',387570,1.96,18696,'ISSUANCE AFTER TRANSACTION',20923.640816,31250,19028.5,19106.254167,32000,1500,'Y',1
23,'F',51313,4.2,1452,'ISSUANCE AFTER TRANSACTION',29916.512903,101744.8,87.7,21382.92623,135357.2,100,'Y',0
28,'F',145688,1.86,2906,'MONTHLY ISSUANCE',42897.006383,60493.3,500,39231.267391,87814.6,9600,'N',1
29,'M',197099,2.31,4265,'MONTHLY ISSUANCE',18747.475862,28681.4,16372,17809.57037,38439.6,10699.6,'Y',1
48,'F',42821,7.01,1358,'WEEKLY ISSUANCE',39338.432258,124976.1,41.1,38345.333333,147035,2930,'Y',1
19,'F',161954,4.5,3651,'MONTHLY ISSUANCE',9536.717647,18204.7,200,9326.426667,35594.6,1614.6,'Y',1
33,'F',70646,3.64,1542,'MONTHLY ISSUANCE',24162.053571,35035.6,900,23832.636364,45260.6,5500,'Y',1
51,'M',86513,4.52,1460,'WEEKLY ISSUANCE',54124.605556,179012.9,168.9,44912.688571,160373,4400,'N',1
47,'M',145688,1.86,2906,'MONTHLY ISSUANCE',14568.24359,24032.4,11149.9,14759.118919,34340.6,2900,'Y',1
27,'F',95616,4.43,3040,'MONTHLY ISSUANCE',30580.693333,129535.5,134.3,24957.4,148114.6,14.6,'Y',1
48,'F',51428,3.98,1099,'WEEKLY ISSUANCE',46870.02,64559.5,42977.1,36801.310345,75030,12900,'N',1
32,'F',77963,4.02,3120,'MONTHLY ISSUANCE',24858.926923,122003,139.9,21446.354545,74826.9,1200,'N',1
61,'M',323870,5.44,18347,'MONTHLY ISSUANCE',51908.67619,74339.6,400,46197.15,75503.6,11300,'N',1
53,'F',117897,5.74,2059,'MONTHLY ISSUANCE',48629.1,192183.2,21.7,47712.531034,132014.6,3823,'Y',0
38,'F',114006,5.39,4166,'MONTHLY ISSUANCE',28926.990909,117282.2,23.2,27216.221875,83714.6,14.6,'Y',1
44,'M',125236,7.68,5190,'MONTHLY ISSUANCE',20205.128889,28074.2,700,19043.35814,45958.6,9578.6,'N',1
41,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',11597.758929,17628.4,8601,11498.12,22055.6,2700,'Y',1
45,'M',149893,5.05,5892,'MONTHLY ISSUANCE',26263.547727,40086.7,500,25287.204651,54425.6,4700,'Y',1
28,'F',323870,5.44,18347,'ISSUANCE AFTER TRANSACTION',29583.583333,124272.4,121.9,22715.121951,120345,1600,'Y',1
30,'M',159617,4.28,6132,'MONTHLY ISSUANCE',11619.254545,18013.4,10168.1,11692.251613,26076.6,3800,'Y',1
22,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',44078.578788,61621.1,1100,36822.125,77314.6,10809.6,'N',1
43,'M',170449,3.09,6261,'WEEKLY ISSUANCE',39457.776596,137158.5,69.8,38528.622222,111588,5224,'Y',1
63,'M',226122,4.79,9208,'MONTHLY ISSUANCE',41906.954167,61252.2,700,36522.068085,81105.6,8200,'Y',1
46,'M',103347,2.07,2354,'WEEKLY ISSUANCE',29108.329412,39338.1,26174.7,24906.253333,59560.8,10400,'Y',1
60,'M',74062,2.62,1181,'MONTHLY ISSUANCE',15801.708571,25578.6,800,16055.581818,30959.8,7600,'Y',1
58,'F',285387,7.75,10108,'MONTHLY ISSUANCE',47203.697059,64995.5,43214.4,38544.254545,83457.6,10440.1,'N',1
48,'F',139012,3.49,2799,'WEEKLY ISSUANCE',27837.122059,107666.1,69.5,22877.171642,111849.5,1630,'Y',1
41,'F',285387,7.75,10108,'MONTHLY ISSUANCE',22619.978049,30762.7,20426.4,21143.733333,60645.6,7000,'Y',1
58,'F',177686,1.71,6295,'MONTHLY ISSUANCE',19416.751389,26698.1,1000,17547.925714,48708.6,8600,'N',1
48,'M',128118,7.07,6872,'MONTHLY ISSUANCE',36083.868116,157859.3,112.6,33458.491176,160141.8,4700,'Y',1
19,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',19981.1375,38331.8,900,19342.5,62566.6,5900,'N',1
33,'F',114200,5.72,2718,'MONTHLY ISSUANCE',13644.256522,19074.4,300,12931.085714,28494.7,3100,'Y',1
52,'F',42821,7.01,1358,'MONTHLY ISSUANCE',50489.961765,68055.8,45303.7,41632.6,91514.6,7527.3,'N',1
45,'M',387570,1.96,18696,'MONTHLY ISSUANCE',53479.486957,198890.7,118.6,46901.890909,125127.6,1700,'N',1
28,'F',53921,3.26,1875,'MONTHLY ISSUANCE',26094.790625,36517.7,300,25996.141935,62984.6,12900,'Y',1
28,'M',119895,9.4,4743,'MONTHLY ISSUANCE',6544.934043,13654.4,5748.1,6519.436364,12208.6,1200,'Y',1
49,'M',45714,3.6,888,'MONTHLY ISSUANCE',41360.175806,153083.1,148.4,34898.76,122114.6,1714.6,'N',1
28,'M',177686,1.71,6295,'MONTHLY ISSUANCE',40412.814286,128065.7,261.3,35331.611111,106914.6,300,'N',1
44,'M',161954,4.5,3651,'MONTHLY ISSUANCE',50929.791892,172438.8,139.4,47217.891667,185435.9,7600,'N',1
49,'F',159617,4.28,6132,'MONTHLY ISSUANCE',14481.272222,20716,400,13805.95,26824.6,3400,'Y',1
34,'M',197099,2.31,4265,'MONTHLY ISSUANCE',20782.714634,33694.8,800,20726.102564,38159.6,4700,'Y',1
24,'F',122603,2.01,5273,'MONTHLY ISSUANCE',17426.011364,24940.2,600,16376.780952,33343.6,5143.6,'Y',1
41,'F',285387,7.75,10108,'MONTHLY ISSUANCE',22686.271875,32016.7,800,22463.116129,46667.6,2900,'Y',1
29,'M',75232,2.21,2813,'WEEKLY ISSUANCE',37674.36,54401.9,1100,30249.036842,89930,12430,'Y',1
26,'M',81344,3.97,2487,'MONTHLY ISSUANCE',26575.105405,97386.5,121.3,25178.194444,118930.1,2400,'N',1
37,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',16884.518519,24298,400,15905.464,31743.6,3100,'Y',1
30,'F',103347,2.07,2354,'MONTHLY ISSUANCE',53603.743939,75549.1,1100,49132.523077,100746,11300,'Y',1
36,'M',106054,6.55,3079,'MONTHLY ISSUANCE',48874.069231,69280.1,600,44876.68,80202.6,23800,'Y',1
43,'F',88884,1.85,2674,'MONTHLY ISSUANCE',13411.34,20682.9,1000,12416.271698,35828.6,3800,'N',1
54,'F',1204953,0.43,99107,'WEEKLY ISSUANCE',19294.537143,125814,83.1,17499.455882,70830,5755,'Y',1
50,'F',323870,5.44,18347,'MONTHLY ISSUANCE',39642.887879,117955.7,318.9,36036.7,93149.6,10321.6,'N',1
44,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',11398.859375,19414.3,700,11047.464516,21161.6,2200,'Y',1
20,'F',95616,4.43,3040,'MONTHLY ISSUANCE',32044.324638,128420.4,0.4,29426.492754,99011.6,18.2,'N',0
37,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',22120.741304,32524,18178.4,19641.172727,35713.6,6000,'Y',1
19,'M',1204953,0.43,99107,'WEEKLY ISSUANCE',31729.568293,105359.3,133.3,29340.22,96273,6500,'N',1
41,'F',285387,7.75,10108,'MONTHLY ISSUANCE',13680.847368,21277.3,700,13846.083333,27502.6,2088,'Y',0
40,'F',121947,2.97,3839,'MONTHLY ISSUANCE',32504.970833,46797,1100,29605.243478,54280.8,3100,'Y',1
22,'F',177686,1.71,6295,'MONTHLY ISSUANCE',51147.340741,184745.9,500,48250.588462,181344.4,770.6,'Y',0
18,'F',88884,1.85,2674,'MONTHLY ISSUANCE',51475.188,74129.9,500,49491.641667,92427,9900,'Y',1
21,'F',77963,4.02,3120,'WEEKLY ISSUANCE',44744.189286,169625.2,434.7,43398.396,149448,10002,'Y',0
50,'F',121947,2.97,3839,'MONTHLY ISSUANCE',19208.153125,26853.3,700,18762.770968,45059.6,5900,'Y',1
26,'M',75637,0.59,3529,'MONTHLY ISSUANCE',36821.547222,143264.2,46.3,31819.647059,128021.5,3436.1,'Y',1
27,'F',110643,4.48,2252,'MONTHLY ISSUANCE',35573.564179,114380.5,169.1,30176.953846,130868.1,14.6,'N',1
23,'M',226122,4.79,9208,'WEEKLY ISSUANCE',41537.908333,58435.3,400,35429.089362,79780.2,5600,'Y',1
61,'M',95616,4.43,3040,'MONTHLY ISSUANCE',43657.042308,219306.5,176.5,37311.076,153214.6,10928.1,'N',1
29,'M',58400,1.25,1117,'MONTHLY ISSUANCE',45031.7,101525.4,215.4,41122.99,78349.6,13900,'Y',1
45,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',39268.052308,55011.5,1000,32399.146875,111972.6,4372.6,'Y',1
32,'F',85852,8.23,2822,'WEEKLY ISSUANCE',30751.552857,135579.3,102.4,27353.333333,109830,830,'Y',1
18,'F',105058,3.22,4505,'MONTHLY ISSUANCE',39977.159155,162899.8,195.8,37211.098571,131924.6,3700,'N',1
58,'F',285387,7.75,10108,'MONTHLY ISSUANCE',6599.723077,17569.5,700,6230.355556,13773,3667.6,'Y',1
51,'M',157042,2.43,3894,'ISSUANCE AFTER TRANSACTION',16522.961111,27304.7,300,10920.69375,49282,1876.7,'Y',0
33,'M',157042,2.43,3894,'MONTHLY ISSUANCE',43305.02029,217806.6,137.5,34383.626471,145514.6,2500,'Y',1
19,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',11997.64375,20646,800,12244.2,22410.9,6900,'Y',1
20,'M',112709,2.31,2618,'MONTHLY ISSUANCE',26426.703448,44859.1,900,24497.421429,53698.6,900,'N',1
31,'M',107911,3.56,1903,'MONTHLY ISSUANCE',51593.303571,76416.9,700,45345.581481,88321.9,11121.9,'Y',1
46,'M',157042,2.43,3894,'WEEKLY ISSUANCE',31159.096296,116467.9,130.8,27579.061538,81675.8,3600,'Y',1
34,'F',67298,1.29,1127,'MONTHLY ISSUANCE',32244.55,45492,400,25359.639286,56563.6,9800,'N',1
25,'F',108871,3.47,2305,'MONTHLY ISSUANCE',20066.282051,28154.7,600,19860.264865,38781.6,8121.6,'Y',1
59,'F',387570,1.96,18696,'MONTHLY ISSUANCE',11836.4125,16193.6,10741,11139.154545,20616.6,1700,'Y',1
23,'M',108871,3.47,2305,'MONTHLY ISSUANCE',21122.166667,29005,19276.5,21512.212903,42274.8,7500,'Y',1
53,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',22493.711268,38018.9,1100,19376.576812,60280.6,8680.6,'Y',1
52,'F',127369,5.88,2807,'MONTHLY ISSUANCE',63006.682353,205548.7,314.9,54699.796875,191598.3,6498.3,'N',1
57,'M',323870,5.44,18347,'MONTHLY ISSUANCE',45262.807937,164824.1,113,39230.748387,128615.1,2800,'N',1
48,'F',182027,3.74,4433,'MONTHLY ISSUANCE',32775.184848,112866.1,19.7,30843.8,86830.6,930.6,'Y',0
53,'M',197099,2.31,4265,'MONTHLY ISSUANCE',52817.252083,171625.1,156.3,48238.8,139714.6,14.6,'N',1
38,'M',95616,4.43,3040,'MONTHLY ISSUANCE',22981.558621,32277.3,200,22627.617544,33900,800,'Y',1
29,'F',70699,3.35,1910,'WEEKLY ISSUANCE',45684.701449,231423.7,55.7,41742.376471,216430,2630,'Y',1
47,'F',108871,3.47,2305,'MONTHLY ISSUANCE',22387.51875,30650,20412.8,21815.812903,43513.6,2300,'Y',1
29,'M',1204953,0.43,99107,'MONTHLY ISSUANCE',25791.856,37170.2,300,24769.058333,38291.6,200,'N',1
50,'M',285387,7.75,10108,'MONTHLY ISSUANCE',17479.713636,29581.2,14041.2,13603.285,31514.6,14.6,'Y',1
39,'M',128118,7.07,6872,'WEEKLY ISSUANCE',44106.348077,122964.2,85.6,36618.076923,130471,7771,'Y',1
31,'M',105606,3.76,2325,'MONTHLY ISSUANCE',28270.554839,83390.8,150.8,24288.964,79784.8,1500,'Y',0
28,'F',51313,4.2,1452,'WEEKLY ISSUANCE',49161.375,172899.1,186.3,42240.759615,172078.7,6100,'Y',1
31,'F',119895,9.4,4743,'MONTHLY ISSUANCE',30904.275556,137154,50,26899.685714,135457.6,7357.6,'N',1
20,'M',86513,4.52,1460,'WEEKLY ISSUANCE',45502.926761,64796.3,600,38346.628571,101264,7000,'N',1
49,'M',228848,4.72,5887,'MONTHLY ISSUANCE',41456.517188,58192.9,1000,38191.520635,81767.6,5200,'Y',1
38,'F',112709,2.31,2618,'MONTHLY ISSUANCE',32339.952941,44530.1,29636.8,27038.2,49386.6,6400,'Y',1
40,'F',1204953,0.43,99107,'MONTHLY ISSUANCE',30163.088636,89246.5,65,32260.905263,100914.6,2200,'Y',1
63,'M',125236,7.68,5190,'MONTHLY ISSUANCE',35966.3,50973.1,600,31632.690909,55914.6,4300,'Y',1
47,'F',88757,2.68,2218,'WEEKLY ISSUANCE',17175.273913,23528.9,600,17516.885714,28297.8,8100,'Y',1
24,'M',125832,4.12,2103,'MONTHLY ISSUANCE',46308.411765,139366.9,95.3,41389.264,128501.6,3800,'Y',1
30,'M',58796,3.6,1879,'MONTHLY ISSUANCE',12473.256364,21560.6,10771.8,10472.233962,29400,1114.6,'Y',1
41,'F',112709,2.31,2618,'ISSUANCE AFTER TRANSACTION',49246.293846,163251.6,19,43833.289552,172181,100,'Y',1
43,'F',105606,3.76,2325,'WEEKLY ISSUANCE',57491.758182,171593.2,67.7,53824.555556,156202,30,'Y',1
52,'M',77917,2.89,2122,'MONTHLY ISSUANCE',9687.534375,21755.1,400,9360.931148,36964.6,3500,'Y',1
32,'M',110643,4.48,2252,'MONTHLY ISSUANCE',11307.585185,16301.9,900,11491.064,19449.6,3500,'Y',1
23,'M',102609,5.45,2134,'MONTHLY ISSUANCE',41320.716667,164605.9,99.6,35594.678261,132934.4,2834.4,'N',1
51,'M',67298,1.29,1127,'MONTHLY ISSUANCE',14881.096774,20621.4,200,14110.241379,37786.6,4600,'N',1
22,'M',323870,5.44,18347,'MONTHLY ISSUANCE',39429.048214,154696.7,150.6,29988.672222,126175.3,14.6,'Y',0
34,'M',58796,3.6,1879,'MONTHLY ISSUANCE',15725.233871,29977.9,200,11770.021667,42368.4,5400,'Y',0
23,'M',108871,3.47,2305,'MONTHLY ISSUANCE',15403.064286,33561.9,400,13785.546154,45842.6,2800,'Y',1
53,'F',387570,1.96,18696,'MONTHLY ISSUANCE',24193.494737,104494.2,150,23751.506667,97611.6,400,'N',1
41,'M',77963,4.02,3120,'MONTHLY ISSUANCE',30954.12963,43571.7,300,28483.834615,60269.3,3500,'Y',0
55,'M',228848,4.72,5887,'WEEKLY ISSUANCE',39495.732,99408,202.6,36476.791667,115441,2500,'N',1
19,'F',85852,8.23,2822,'MONTHLY ISSUANCE',14405.684,20619,200,13652.06087,32582.6,4582.6,'Y',1
58,'F',67298,1.29,1127,'MONTHLY ISSUANCE',16971.426471,28111.9,200,15496.65,38552.6,4300,'N',1
34,'M',78955,2.44,1717,'WEEKLY ISSUANCE',42138.451613,60079.5,1000,38272.593333,85416,7600,'Y',1
45,'M',162580,1.81,5410,'MONTHLY ISSUANCE',27534.678788,98420.2,169.6,23563.7125,93114.6,2414.6,'Y',1
34,'M',162580,1.81,5410,'MONTHLY ISSUANCE',11445.244444,20897.1,400,11445.706977,28488.6,300,'Y',1
